316040257,2023-01-01T00:05:54,34.13324,-76.06381,7.6,226.3,228,HINCH SPIRIT,IMO9508940,VAHS,89,0,137,20,7.5,89,A
316016013,2023-01-01T00:05:40,49.29834,-123.02887,0,347.3,176,OCEAN GEORGIE BAIN,IMO9553892,CFK9301,31,0,25,10,4,52,A
367758960,2023-01-01T00:05:48,40.35144,-79.88199,0,296.6,209,VERNON M WEILAND,IMO8635708,WDJ2501,31,12,24,9,,0,A
338888000,2023-01-01T00:05:51,47.34676,-86.87639,12,111.1,111,CLYDE S VAN ENKEVORT,IMO9618484,WDJ4194,31,0,41,15,5.5,31,A
413527660,2023-01-01T00:05:54,26.89643,-88.45651,12.2,341.8,339,RONG HUA WAN,IMO9814399,BOPE,80,0,115,20,5.9,80,A
369389000,2023-01-01T00:05:12,41.58734,-71.4116,0.1,242.6,196,WINDSERVE ODYSSEY,IMO1298253,WDL5830,49,5,20,8,1.6,49,A
257869000,2023-01-01T00:05:57,30.38657,-81.21447,9.5,99,100,HOEGH DETROIT,IMO9312470,LAHE6,70,0,228,32,10,90,A
367420820,2023-01-01T00:05:18,40.80788,-124.16229,0,14,511,AGUERO,,WCZ5353,30,,13,4,,,B
303071000,2023-01-01T00:05:23,29.10288,-90.21847,6.7,226.1,225,GOL DIAMOND,IMO9514547,WDJ7559,90,0,58,14,4.1,79,A
367794470,2023-01-01T00:05:36,41.67836,-87.55268,0,306.5,1,GWYNETH ANNE,,WDJ6110,31,15,,,,31,A
338879000,2023-01-01T00:02:17,37.7372,-122.33805,0.1,75.4,346,CONSTITUTION,IMO9710206,KCOJ,80,1,186,,,80,A
368086880,2023-01-01T00:05:48,29.11302,-90.19588,0,360,511,FALCON,IMO8964769,WDK7693,70,0,45,11,3,70,A
367057830,2023-01-01T00:05:37,30.01147,-90.76288,0.1,171.3,511,BURNS JOHNSON JR.,,WDC6554,31,0,18,8,,57,A
538070362,2023-01-01T00:04:58,26.11689,-80.10829,0,279.5,511,READY II PLAY,IMO0000000,M7ML7,90,,38,16,,,B
367524710,2023-01-01T00:05:48,30.0162,-90.77564,0.3,180,511,MISS JENNIE,,WDG3307,31,0,18,,,31,A
316030322,2023-01-01T00:05:35,49.29245,-123.12605,0,200.7,511,ASCENTE,,CFN7234,37,,,,,,B
368206120,2023-01-01T00:04:59,43.65524,-70.25062,0,309.5,511,NEW LEDGE,IMO0000000,WDM4404,31,,14,5,,,B
